name,clock,max_clock,core,thread,L2,L3,smart_cache
AMD Ryzen 5 1600 Six-Core Processor ,3.6,4.0,6.0,12.0,3000.0,16000.0,0
Intel(R) Xeon(TM) CPU 1.70GHz,2.6,,1,2,512.0,,
AMD Sempron(TM) 2300+,,,,,,,
AMD Athlon(tm) 64 X2 Dual Core Processor 3600+,,,,,,,
Intel(R) Xeon(R) CPU E3-1275 v3 @ 3.50GHz,3.5,3.9,4,8,,,8000.0
Genuine Intel(R) CPU @ 2.93GHz,2.66,2.93,4,8,,,12000.0
Mobile Pentium !!! 1GHz (Coppermine) ,1.0,,1,1,256.0,,
Mobile Intel(R) Celeron(TM) CPU 1266MHz,2.2,,1,1,1000.0,,
Intel(R) Core(TM) i7-6850K CPU @ 3.60GHz,3.6,3.8,6,12,,15000.0,
Intel(R) XEON(TM) CPU 2.20GHz,2.2,,1,2,512.0,,
Intel(R) Core(TM)2 Duo CPU U9300 @ 1.20GHz,1.2,,2,2,3000.0,,
Intel(R) Pentium(R) 4 CPU 1.60GHz,1.6,,1,1,1000.0,,
AMD A10-6800K APU with Radeon(tm) HD Graphics,4.1,,4,,4000.0,,0
Intel(R) Celeron(R) 3205U @ 1.50GHz,1.5,,2,2,,2000.0,
AMD Athlon(tm) XP 2600+,,,,,,,
Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz,2.5,3.1,2,4,,,3000.0
AMD FX(tm)-9370 Eight-Core Processor ,,,,,,,
Intel(R) Core(TM) i7-4702MQ CPU @ 2.20GHz,2.2,3.2,4,8,,,6000.0
Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz,3.4,3.9,4,8,,,8000.0
Intel(R) Xeon(TM) CPU 2.80GHz,2.8,,1,2,512.0,,
AMD Turion(tm) 64 mobile Technology ML-40,,,,,,,
Intel(R) Core(TM) i5-4690 CPU @ 3.50GHz,3.5,3.9,4,4,,,6000.0
Intel(R) Core(TM) i7-2860QM CPU @ 2.50GHz,2.5,3.6,4,8,,,8000.0
Intel(R) Pentium(R) 4 CPU 3.73GHz,3.0,,1,2,1000.0,,
Intel(R) Core(TM)2 Duo CPU P8700 @ 2.53GHz,2.53,,2,2,3000.0,,
Transmeta(tm) Crusoe(tm) Processor TMTM5600,,,,,,,
AMD Opteron(tm) Processor 150,,,,,,,
Intel(R) Xeon(R) CPU E5405 @ 2.00GHz,2.0,,4,4,12000.0,,
Intel(R) Core(TM) i7-3667U CPU @ 2.00GHz,2.0,3.2,2,4,,,4000.0
Intel(R) Xeon(R) CPU E5-2670 0 @ 2.60GHz,2.6,3.3,8,16,,,20000.0
Intel(R) Xeon(R) CPU E3-1230 V2 @ 3.30GHz,3.3,3.7,4,8,,,8000.0
Celeron DC E3200 (Wolfdale) ,2.4,,2,2,1000.0,,
AMD Phenom(tm) II X2 560 Processor,3.3,,2,,1000.0,6000.0,0
Genuine Intel(R) CPU T1600 @ 1.66GHz,1.66,,2,2,1000.0,,
Intel(R) Core(TM) i7-8700K CPU @ 3.70GHz,3.7,4.7,6,12,,,12000.0
AMD Six-Core Processor,3.5,3.8,6.0,6.0,6000.0,8000.0,0
Genuine Intel(R) CPU @ 2.90GHz,2.9,,2,2,,,3000.0
Intel(R) Core(TM)2 CPU 6600 @ 2.40GHz,2.4,,2,2,4000.0,,
Intel(R) Pentium(R) M processor 1.73GHz,1.73,,1,1,2000.0,,
Genuine Intel(R) CPU @ 2.33GHz,2.33,,4,4,4000.0,,
PowerPC G4 ,,,,,,,
Core 2 Quad (Q9550) ,2.83,,4,4,12000.0,,
Intel(R) Core(TM)2 CPU E7400 @ 2.80GHz,2.8,,2,2,3000.0,,
AMD Athlon(TM) XP2000+,,,,,,,
AMD Athlon(tm) II X2 215 Processor,,,,,,,
Intel(R) Core(TM) i7-4870HQ CPU @ 2.50GHz,2.5,3.7,4,8,,6000.0,
Intel(R) Xeon(R) CPU W3530 @ 2.80GHz,2.8,3.06,4,8,,,8000.0
Intel(R) Xeon(R) CPU L5430 @ 2.66GHz,2.66,,4,4,12000.0,,
AMD Athlon(tm) 7750 Dual-Core Processor,,,,,,,
Intel(R) Xeon(R) CPU E5320 @ 1.86GHz,1.86,,4,4,8000.0,,
AMD Turion(tm) 64 X2 Mobile Technology TL-50,,,,,,,
Intel(R) Pentium(R) 4 CPU 1800MHz,3.0,,1,2,1000.0,,
AMD A10-6700 APU with Radeon(tm) HD Graphics,,,,,,,
AMD Turion(tm) 64 X2 Mobile Technology TL-66,,,,,,,
Intel(R) Pentium(R) M processor 1400MHz,1.4,,1,1,1000.0,,
Intel(R) Xeon(R) CPU E5-2687W 0 @ 3.10GHz,3.1,3.8,8,16,,,20000.0
Intel(R) Core(TM)2 Duo CPU T6670 @ 2.20GHz,2.2,,2,2,2000.0,,
Intel(R) Core(TM)2 Quad CPU Q9450 @ 2.66GHz,2.66,,4,4,12000.0,,
Intel(R) Xeon(R) CPU E5-1660 0 @ 3.30GHz,3.3,3.9,6,12,,,15000.0
Intel(R) Atom(TM) CPU N270 @ 1.60GHz,1.6,,1,2,512.0,,
AMD Phenom(tm) II X4 810 Processor,,,,,,,
Intel(R) Core(TM) i7 CPU Q 840 @ 1.87GHz,1.86,3.2,4,8,,,8000.0
Intel(R) Core(TM) i7-4720HQ CPU @ 2.60GHz,2.6,3.6,4,8,,6000.0,
Quad-Core AMD Opteron(tm) Processor 2380,,,,,,,
AMD Opteron(tm) Processor 256,,,,,,,
Intel(R) Celeron(R) CPU 2.93GHz,2.93,,1,1,256.0,,
AMD C-60 Processor,,,,,,,
PentiumIIIIKatmai) ,,,,,,,
"AMD A10-7860K Radeon R7, 12 Compute Cores 4C+8G",,,,,,,
AMD Athlon(tm) XP 1900+,,,,,,,
Intel(R) Celeron(R) CPU 550 @ 2.00GHz,2.0,,1,1,1000.0,,
Intel(R) Core(TM) i5-5300U CPU @ 2.30GHz,2.3,2.9,2,4,,3000.0,
Intel(R) Core(TM)2 Duo CPU @ 2.66GHz,2.66,,2,2,3000.0,,
Intel(R) Pentium(R) M processor 1.80GHz,1.6,,1,1,1000.0,,
Intel(R) Core(TM)2 Extreme CPU X7900 @ 2.80GHz,2.8,,2,2,4000.0,,
Pentium(R) Dual-Core CPU E6700 @ 3.20GHz,3.2,,2,2,,,2000.0
AMD Athlon(tm)64 X2 Dual Core Processor 4600+,2.4,,2,,1000.0,,0
Mobile Intel(R) Pentium(R) III CPU - M 1133MHz,1.13,,1,1,256.0,,
Intel(R) Xeon(TM) CPU 3.60GHz,3.6,,1,2,1000.0,,
Intel(R) Core(TM) i7-3520M CPU @ 2.90GHz,2.9,3.6,2,4,,,4000.0
AMD Athlon(tm) 64 X2 Dual Core Processor 4600+,2.4,,2,,1000.0,,0
Intel(R) Pentium(R) M CPU 000 @ 2.00GHz,2.0,,2,2,,2000.0,
AMD Geode(tm) NX 1750+,1.4,,1,,256.0,,0
AMD Athlon(tm) XP,,,,,,,
Intel(R) Core(TM) i3-2120T CPU @ 2.60GHz,2.6,,2,4,,,3000.0
AMD A8-5500 APU with Radeon(tm) HD Graphics,,,,,,,
AMD Athlon(TM),3.0,,2,,,,0
mobile AMD Athlon(tm) XP 2500+,,,,,,,
Intel(R) Core(TM)2 CPU T5500 @ 1.66GHz,1.66,,2,2,2000.0,,
AMD Athlon(TM) XP1800+,,,,,,,
Intel(R) Xeon(R) CPU 3065 @ 2.33GHz,2.33,,2,2,4000.0,,
Intel(R) Core(TM) i3 CPU M 370 @ 2.40GHz,2.4,,2,4,,,3000.0
Intel(R) Xeon(R) CPU X5675 @ 3.07GHz,3.06,3.46,6,12,,,12000.0
Intel(R) Core(TM)2 Duo CPU T9500 @ 2.60GHz,2.6,,2,2,6000.0,,
AMD Athlon(TM) MP 2200+,,,,,,,
AMD Athlon(tm) II X4 635 Processor,2.9,,4,,2000.0,,0
AMD FX(tm)-8120 Eight-Core Processor,3.4,4.3,8.0,8.0,8000.0,,0
AMD Athlon(tm) II X4 630 Processor,,,,,,,
Mobile Intel(R) Celeron(R) processor 600MHz,0.6,,1,1,512.0,,
AMD Athlon(TM) XP 2000+,,,,,,,
mobile AMD Athlon(tm) XP 2600+,,,,,,,
Intel(R) Celeron(R) CPU 723 @ 1.20GHz,1.2,,1,1,1000.0,,
Intel(R) Celeron(R) CPU N3060 @ 1.60GHz,1.6,,2,2,2000.0,,
Intel(R) Core(TM) i7-4600U CPU @ 2.10GHz,2.1,3.3,2,4,,,4000.0
AMD Ryzen 5 2400G with Radeon Vega Graphics ,,,,,,,
Intel(R) Core(TM) i7-2600K CPU @ 3.40GHz,3.4,3.8,4,8,,,8000.0
AMD Turion(tm)X2 Ultra DualCore Mobile ZM-84,,,,,,,
AMD A6-3650 APU with Radeon(tm) HD Graphics,,,,,,,
Intel(R) Celeron(R) CPU 2.53GHz,2.53,,1,1,256.0,,
Intel(R) Celeron(R) M CPU 530 @ 1.73GHz,1.73,,1,1,1000.0,,
Transmeta(tm) Crusoe(tm) Processor TM5400,,,,,,,
Intel(R) Core(TM) i7-4610M CPU @ 3.00GHz,3.0,3.7,2,4,,,4000.0
AMD A10-6700 APU with Radeon(tm) HD Graphics ,,,,,,,
Intel(R) Pentium(R) III Mobile CPU 933MHz,0.8,,1,1,256.0,,
Dual Core AMD Opteron(tm) Processor 875,,,,,,,
Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,1.7,2.7,2,4,,,3000.0
AMD Mobile Athlon(TM) XP-M/MP 2600+,,,,,,,
Pentium(R) Dual-Core CPU E5700 @ 3.00GHz,3.0,,2,2,,,2000.0
AMD Athlon(tm) X2 Dual Core Processor L310,,,,,,,
Intel(R) Genuine CPU 1.70GHz,,,,,,,
Intel(R) Xeon(R) CPU X3430 @ 2.40GHz,2.4,2.8,4,4,,,8000.0
Intel(R) Core(TM)2 Duo CPU E4500 @ 2.20GHz,2.2,,2,2,2000.0,,
Intel(R) Celeron(R) CPU E3400 @ 2.60GHz,2.6,,2,2,,,1000.0
Intel(R) Core(TM)2 Quad CPU @ 2.13GHz,2.13,,2,2,2000.0,,
Intel(R) Pentium(R) Dual CPU E2200 @ 2.20GHz,2.2,,2,2,1000.0,,
Intel(R) Core(TM)2 Duo CPU T7250 @ 2.00GHz,2.0,,2,2,2000.0,,
Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,3.6,,2,4,,,3000.0
Intel(R) Core(TM)2 Duo CPU P8800 @ 2.66GHz,2.66,,2,2,3000.0,,
Intel(R) Atom(TM) CPU Z3740 @ 1.33GHz,1.33,,4,4,2000.0,,
Intel(R) Core(TM)2 Duo CPU U7600 @ 1.20GHz,1.2,,2,2,2000.0,,
Athlon XP (Barton) ,,,,,,,
Intel(R) Xeon(R) CPU E5-2680 v2 @ 2.80GHz,2.8,3.6,10,20,,,25000.0
Intel(R) Core(TM)2 Duo CPU P7450 @ 2.13GHz,2.13,,2,2,3000.0,,
mobile AMD Athlon(tm) XP-M 1800+,,,,,,,
AMD Athlon(tm) 64 FX-53 Processor,,,,,,,
Intel(R) Pentium(R) 4 Mobile CPU 1.80GHz,1.8,,1,1,512.0,,
AMD Athlon(TM) XP1500+,,,,,,,
AMD Athlon(tm) 64 X2 Dual Core Processor 6400+,,,,,,,
Phenom X4 (Agena) ,,,,,,,
Intel(R) Core(TM) i5-6600K CPU @ 3.50GHz,3.5,3.9,4,4,,,6000.0
mobile AMD Athlon(tm) XP-M (LV) 1500+,,,,,,,
AMD Athlon(tm) Processor 2850e,,,,,,,
mobile AMD Athlon(tm) XP-M (LV) 2000+,,,,,,,
Intel(R) Celeron(R) M CPU 410 @ 1.46GHz,1.46,,1,1,1000.0,,
AMD Athlon(tm) MP 1700+,,,,,,,
AMD Sempron(tm) M100,,,,,,,
AMD FX(tm)-9590 Eight-Core Processor,,,,,,,
Intel(R) Core(TM) i3-2130 CPU @ 3.40GHz,3.4,,2,4,,,3000.0
Intel(R) Core(TM) i5-3570K CPU @ 3.40GHz,3.4,3.8,4,4,,,6000.0
Intel(R) Pentium(R) D CPU 000 @ 2.13GHz,2.13,,2,2,,,3000.0
Intel(R) Pentium(R) CPU B960 @ 2.20GHz,2.2,,2,2,,2000.0,
Pentium(R) Dual-Core CPU E6300 @ 2.80GHz,2.8,,2,2,2000.0,,
mobile AMD Athlon(tm) XP-M 2600+,,,,,,,
AMD Athlon(tm) X2 Dual-Core QL-64,,,,,,,
Intel(R) Core(TM) i5-2450M CPU @ 2.50GHz,2.5,3.1,2,4,,,3000.0
Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,2.1,3.0,8,16,,,20000.0
Intel(R) Core(TM) i5 CPU M 460 @ 2.53GHz,2.53,2.8,2,4,,,3000.0
AMD A10-5800K APU with Radeon(tm) HD Graphics ,,,,,,,
Intel(R) Core(TM) i7-3720QM CPU @ 2.60GHz,2.6,3.6,4,8,,,6000.0
"AMD FX-7500 Radeon R7, 10 Compute Cores 4C+6G",,,,,,,
AMD FX-8370 Eight-Core Processor,,,,,,,
Intel(R) Celeron(R) CPU G550 @ 2.60GHz,2.6,,2,2,,,2000.0
Intel(R) Core(TM) Solo CPU U1500 @ 1.33GHz,1.33,,1,1,2000.0,,
Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz,3.1,3.5,4,4,,,8000.0
mobile AMD Athlon(tm) XP1800+,,,,,,,
Genuine Intel(R) CPU 0 @ 1.80GHz,1.8,,2,2,1000.0,,
Genuine Intel(R) CPU 0000 @ 2.20GHz,,,,,,,
AMD Turion(tm) 64 X2 Mobile Technology TL-60,,,,,,,
AMD Athlon(tm) II X2 240e Processor,2.8,,2,,,,0
Intel(R) Pentium(R) 4 CPU 2.93GHz,2.8,,1,1,512.0,,
Mobile Intel(R) Celeron(TM) CPU 1133MHz,2.2,,1,1,1000.0,,
Intel(R) Core(TM)2 Duo CPU P8400 @ 2.26GHz,2.26,,2,2,3000.0,,
AMD Athlon(tm)64 X2 Dual Core Processor 4200+,,,,,,,
AMD FX-8320E Eight-Core Processor ,3.2,4.0,8.0,8.0,8000.0,8000.0,0
AMD Athlon(tm) II X2 B24 Processor,3.0,,2,,,,0
AMD Athlon(tm) 64 X2 Dual Core Processor 4800+,,,,,,,
AMD Sempron(tm) Processor LE-1150,2.0,,1,,256.0,,0
AMD Turion(tm) 64 Mobile Technology ML-37,,,,,,,
Intel(R) Pentium(R) III Mobile CPU 700MHz,0.7,,1,1,1000.0,,
Intel(R) Core(TM)2 CPU 4300 @ 1.80GHz,1.8,,2,2,2000.0,,
Intel(R) XEON(TM) CPU 1.80GHz,2.8,,1,2,512.0,,
Intel(R) Core(TM)2 Solo CPU U3500 @ 1.40GHz,1.4,,1,1,3000.0,,
Intel(R) Celeron(R) CPU 1017U @ 1.60GHz,1.6,,2,2,,2000.0,
mobile AMD Athlon(tm) XP-M 1700+,,,,,,,
Intel(R) Core(TM) i5-2500K CPU @ 3.30GHz,3.3,3.7,4,4,,,6000.0
AMD Phenom(tm) X4 Quad-Core Processor GP-9500,,,,,,,
Mobile Intel(R) Celeron(R) CPU 1.80GHz,1.8,,1,1,512.0,,
Pentium(R) Dual-Core CPU E5200 @ 2.50GHz,2.5,,2,2,2000.0,,
Intel(R) Core(TM) i7-6820HK CPU @ 2.70GHz,2.7,3.6,4,8,,,8000.0
Genuine Intel(R) CPU T2060 @ 1.60GHz,1.6,,2,2,1000.0,,
Genuine Intel(R) CPU U2400 @ 1.06GHz,1.06,,2,2,2000.0,,
AMD A10-4600M APU with Radeon(tm) HD Graphics,,,,,,,
AMD Turion(tm) 64 mobile Technology ML-34,,,,,,,
AthlonXP-64 3400+,,,,,,,
AMD Athlon(tm) processor,3.7,4.0,4.0,4.0,4000.0,,0
Mobile AMD Athlon(u}90{P-M,,,,,,,
Intel(R) Xeon(R) CPU L5410 @ 2.33GHz,2.33,,4,4,12000.0,,
Intel(R) Xeon(R) CPU 5150 @ 2.66GHz,2.66,,2,2,4000.0,,
AMD A8-3520M APU with Radeon(tm) HD Graphics,,,,,,,
AMD Phenom(tm) II X2 545 Processor,,,,,,,
Intel(R) Xeon(R) CPU 5130 @ 2.00GHz,2.0,,2,2,4000.0,,
Intel(R) Pentium(R) 4 CPU 2.60GHz,1.6,,4,4,2000.0,,
Intel(R) Pentium(R) 4 CPU 2.00GHz,2.0,,1,1,512.0,,
Intel(R) Core(TM)2 Duo CPU U7500 @ 1.06GHz,1.06,,2,2,2000.0,,
Intel(R) Xeon(R) CPU L5639 @ 2.13GHz,2.13,2.4,4,8,,,12000.0
AMD Athlon XP,,,,,,,
Intel(R) Core(TM) i5-4300M CPU @ 2.60GHz,2.6,3.3,2,4,,,3000.0
Intel(R) Xeon(R) CPU E3-1245 V2 @ 3.40GHz,3.4,3.8,4,8,,,8000.0
AMD Athlon(tm) XP 2400+,,,1,,,,0
AMD Sempron(tm) 2700+,,,1,,,,0
AMD Engineering Sample,,,,,,,
Intel(R) Celeron(R) CPU E1400 @ 2.00GHz,2.0,,2,2,512.0,,
AMD A4-3300 APU with Radeon(tm) HD Graphics,,,,,,,
Genuine Intel(R) CPU T2080 @ 1.73GHz,1.73,,2,2,1000.0,,
Intel(R) Celeron(R) CPU N2815 @ 1.86GHz,1.86,,2,2,,1000.0,
AMD Turion(tm) 64 X2 Mobile Technology TL-52,1.6,,2.0,2.0,2000.0,,0
Intel(R) Celeron(TM) CPU 1300MHz,2.8,,2,2,,2000.0,
Intel(R) Pentium(R) 4 CPU 2.53GHz,2.8,,1,1,512.0,,
Intel(R) Pentium(R) M processor 1500MHz,1.5,,1,1,1000.0,,
Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz,2.3,3.3,4,8,,,6000.0
Transmeta(tm) Crusoe(tm) Processor TMTM5400,,,,,,,
Intel(R) Celeron(R) CPU G540 @ 2.50GHz,2.5,,2,2,,,2000.0
Intel(R) Xeon(R) CPU E5-2697 v2 @ 2.70GHz,2.7,3.5,12,24,,,30000.0
Intel(R) Core(TM) i5-3437U CPU @ 1.90GHz,1.9,2.9,2,4,,,3000.0
Intel(R) Core(TM) i5 CPU M 520 @ 2.40GHz,2.4,2.93,2,4,,,3000.0
Intel(R) Core(TM) i5-3450S CPU @ 2.80GHz,2.8,3.5,4,4,,,6000.0
Intel(R) Core(TM) Solo CPU U1400 @ 1.20GHz,1.2,,1,1,2000.0,,
AMD Sempron(tm) 2400+,,,,,,,
Genuine Intel(R) CPU @ 2.13GHz,2.13,2.4,4,8,,,12000.0
Dual Core AMD Opteron(tm) Processor 185,,,,,,,
Mobile Celeron (Coppermine-128K) ,0.85,,1,1,128.0,,
Intel(R) Xeon(R) CPU E5607 @ 2.27GHz,2.26,,4,4,,,8000.0
Intel(R) Core(TM) i5 CPU 661 @ 3.33GHz,3.33,3.6,2,4,,,4000.0
Intel(R) Xeon(R) CPU E5410 @ 2.33GHz,2.33,,4,4,12000.0,,
AMD Duron TM Processor,,,,,,,
mobile AMD Athlon(tm) XP,,,,,,,
Intel(R) Core(TM)2 Quad CPU Q8400 @ 2.66GHz,2.66,,4,4,4000.0,,
Intel(R) Celeron(TM) CPU 1000MHz,1.8,,2,2,,,2000.0
"AMD A10-7700K Radeon R7, 10 Compute Cores 4C+6G",,,,,,,
Intel(R) Core(TM) i7 CPU Q 740 @ 1.73GHz,1.73,2.93,4,8,,,6000.0
VIA Nehemiah,,,,,,,
AMD Athlon(tm) 3200+,,,,,,,
Intel(R) Core(TM) i7 CPU 940 @ 2.93GHz,2.93,3.2,4,8,,,8000.0
Intel(R) Celeron(R) D CPU 3.33GHz,3.33,,1,1,512.0,,
AMD Opteron(tm) Processor 854,,,,,,,
"AMD A10-7300 Radeon R6, 10 Compute Cores 4C+6G ",,,,,,,
Intel(R) Core(TM) i3 CPU 560 @ 3.33GHz,3.33,,2,4,,,4000.0
Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,2.3,2.8,2,4,,,3000.0
AMD Athlon(tm) XP-M (LV) 1800+,,,,,,,
Intel(R) Core(TM)2 Duo CPU L7700 @ 1.80GHz,1.8,,2,2,2000.0,,
Intel(R) Core(TM)2 CPU 6420 @ 2.13GHz,2.13,,2,2,4000.0,,
Genuine Intel(R) CPU @ 2.20GHz,1.2,,2,2,,1000.0,
Intel(R) Core(TM) i7-4771 CPU @ 3.50GHz,3.5,3.9,4,8,,,8000.0
Intel(R) Celeron(R) CPU 3.20GHz,3.2,,1,1,512.0,,
Intel(R) Celeron(R) M CPU 423 @ 1.06GHz,1.5,,1,1,1000.0,,
mobile AMD Athlon(tm) XP 1400+,,,,,,,
Intel(R) Celeron(R) D CPU 3.46GHz,3.46,,1,1,512.0,,
Intel(R) Core(TM) i5-2310 CPU @ 2.90GHz,2.9,3.2,4,4,,,6000.0
Intel(R) Pentium(R) CPU G3240 @ 3.10GHz,3.1,,2,2,,,3000.0
Intel(R) Xeon(R) CPU E5335 @ 2.00GHz,2.0,,4,4,8000.0,,
Intel(R) Core(TM) i7-3517U CPU @ 1.90GHz,1.9,3.0,2,4,,,4000.0
AMD Sempron(TM) 2600+,,,,,,,
Intel(R) Core(TM)2 CPU E8400 @ 3.00GHz,3.0,,2,2,6000.0,,
Mobile AMD Sempron(tm),,,,,,,
AMD A10-6790K APU with Radeon(tm) HD Graphics,,,,,,,
Intel(R) Celeron(R) CPU J1800 @ 2.41GHz,2.41,,2,2,1000.0,,
Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz,2.7,3.5,2,4,,,4000.0
AMD Geode(tm) N,,,,,,,
VIA Nano processor U2250 (1.6GHz Capable),,,,,,,
"AMD Eng Sample, ZM232863C4451_32/23/16_9900_685",,,,,,,
Intel(R) Celeron(R) CPU 3.06GHz,3.06,,1,1,512.0,,
Mobile AMD Sempron(tm) Processor 3200+,,,,,,,
AMD Athlon(tm) MP Processor,,,,,,,
Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz,2.8,4.0,6,6,,,9000.0
AMD Athlon(tm) XP 2200+,,,1,,,,0
AMD A4-3305M APU with Radeon(tm) HD Graphics,,,,,,,
AMD Athlon(tm) II X2 235e Processor,,,,,,,
AMD FX-8370 Eight-Core Processor ,,,,,,,
Intel(R) Core(TM) i5-6400 CPU @ 2.70GHz,2.7,3.3,4,4,,,6000.0
AMD Athlon(tm) 64 X2 Dual Core Processor 4400+,,,,,,,
Pentium(R) Dual-Core CPU E5300 @ 2.60GHz,2.6,,2,2,2000.0,,
Pentium(R) Dual-Core CPU T4200 @ 2.00GHz,2.0,,2,2,1000.0,,
