name,clock,max_clock,core,thread,L2,L3,smart_cache
VIA Esther processor 1866MHz,,,,,,,
Genuine Intel(R) CPU 2160 @ 1.80GHz,1.8,,2,2,1000.0,,
AMD Athlon(tm) 64 X2 Dual-Core Processor TK-53,,,,,,,
AMD Athlon(tm) X2 250 Processor,,,,,,,
Intel(R) Xeon(R) CPU X5365 @ 3.00GHz,3.0,,4,4,8000.0,,
AMD Athlon(TM) XP 1800+,,,,,,,
Genuine Intel(R) CPU @ 1.83GHz,1.83,,2,2,2000.0,,
Intel(R) Core(TM) i7 CPU M 640 @ 2.80GHz,2.8,3.46,2,4,,,4000.0
Intel(R) Core(TM)2 Duo CPU T7300 @ 2.00GHz,2.0,,2,2,4000.0,,
Intel(R) Core(TM)2 Duo CPU E8335 @ 2.66GHz,2.66,,2,2,6000.0,,
Mobile AMD Athlon(tm) XP 2200+,,,,,,,
Intel(R) Celeron(R) CPU 3.50GHz,1.5,,2,2,,2000.0,
AMD Athlon(TM) XP2400+,,,,,,,
AMD Athlon(TM) XP 3000+,,,,,,,
Intel(R) Xeon(R) CPU E5540 @ 2.53GHz,2.53,2.8,4,8,,,8000.0
AMD Phenom(tm) II X4 820 Processor,,,,,,,
Genuine Intel(R) CPU 1500 @ 2.00GHz,2.0,,1,1,1000.0,,
Intel(R) Core(TM) i7 CPU 980 @ 3.33GHz,3.33,3.6,6,12,,,12000.0
Intel(R) Core(TM) CPU Z520 @ 1.33GHz,1.33,,1,2,512.0,,
AMD Phenom(tm) 9750 Quad-Core Processor,,,,,,,
Intel(R) Pentium(R) CPU G3220 @ 3.00GHz,3.0,,2,2,,,3000.0
Intel(R) Core(TM) Duo CPU T2500 @ 2.00GHz,2.0,,2,2,2000.0,,
AMD A10-5800K APU with Radeon(tm) HD Graphics,,,,,,,
AMD Phenom(tm) II X6 1065T Processor,2.9,,6,,3000.0,6000.0,0
Intel(R) Core(TM) i3 CPU 540 @ 3.07GHz,3.06,,2,4,,,4000.0
Intel(R) Celeron(R) CPU 2.13GHz,2.13,,1,1,1000.0,,
Mobile Pentium III coppermine 700m ,0.7,,1,1,256.0,,
AMD FX(tm)-6300 Six-Core Processor,3.4,4.3,8.0,8.0,8000.0,,0
Intel(R) Core(TM)2 Extreme CPU X7850 @ 2.80GHz,2.8,,2,2,6000.0,,
AMD A8-3870 APU with Radeon(tm) HD Graphics,,,,,,,
Intel(R) Core(TM) i3-4010U CPU @ 1.70GHz,1.7,,2,4,,,3000.0
Intel(R) Pentium(R) 4 CPU 3.20GHz,3.0,,1,2,1000.0,,
AMD Athlon(tm) MP 1800+,,,,,,,
AMD A6-5400K APU with Radeon(tm) HD Graphics,,,,,,,
Intel(R) Celeron(R) CPU G530 @ 2.40GHz,2.4,,2,2,,,2000.0
Intel(R) Celeron(R) CPU 2950M @ 2.00GHz,2.0,,2,2,,,2000.0
Intel(R) Pentium(R) 4 CPU 3.86GHz,3.0,,1,2,1000.0,,
AMD Duron(tm) processor,,,,,,,
AMD Athlon(tm) or Opteron(tm) CPU-model unknown,,,,,,,
AMD Unknown Processor,,,,,,,
Intel(R) Core(TM)2 Duo CPU P9300 @ 2.26GHz,2.26,,2,2,6000.0,,
AMD A4-3400 APU with Radeon(tm) HD Graphics,,,,,,,
AMD Athlon(TM) XP 1700+,,,,,,,
Genuine Intel(R) CPU T1350 @ 1.86GHz,1.86,,1,1,2000.0,,
mobile AMD Athlon(tm) XP 2100+,,,,,,,
Intel(R) Core(TM) i5 CPU M 540 @ 2.53GHz,2.53,3.07,2,4,,,3000.0
AMD Athlon(tm) XP 2700+,,,,,,,
Dual Core AMD Opteron(tm) Processor 170,,,,,,,
AMD K7 Processo,,,,,,,
AMD Athlon(tm) 64 FX-72 Processor,,,,,,,
Intel(R) Xeon(TM) CPU 000 @ 2.00GHz,2.0,,2,2,4000.0,,
AMD Athlon(tm) II X2 255 Processor,3.1,,2,,2000.0,,0
Mobile Intel(R) Pentium(R) III CPU - M 800MHz,1.2,,1,1,512.0,,
Pentium(R) Dual-Core CPU E5800 @ 3.20GHz,3.2,,2,2,,2000.0,
Intel(R) Core(TM) i7-3612QM CPU @ 2.10GHz,2.1,3.1,4,8,,,6000.0
AMD Athlon(tm) II X2 240 Processor,,,,,,,
Intel(R) Core(TM)2 Duo CPU P7700 @ 1.80GHz,1.8,,2,2,2000.0,,
AMD Athlon(tm) XP Processor 3400+,,,,,,,
AMD Athlon(tm) II X4 615e Processor,2.5,,4,,2000.0,,0
mobile AMD Sempron(tm) Processor 3000+,,,,,,,
Intel(R) Pentium(R) CPU E5400 @ 2.70GHz,2.7,,2,2,2000.0,,
AMD Athlon(TM) XP 2300+,,,,,,,
Intel(R) Celeron(R) CPU 2.70GHz,2.7,,2,2,,,2000.0
AMD Phenom(tm) 9650 Quad-Core Processor,,,,,,,
AMD Athlon(tm) Processor 1640B,,,,,,,
Intel(R) Core(TM) i7 CPU 975 @ 3.33GHz,3.33,3.6,4,8,,,8000.0
AMD Athlon(tm) Dual Core Processor 4850e,2.5,,2,,1000.0,,0
Intel(R) Celeron(R) M processor 1.70GHz,1.7,,1,1,128.0,,
Intel(R) Core(TM) i3 CPU M 330 @ 2.13GHz,2.13,,2,4,,,3000.0
Intel(R) Core(TM) i5-3337U CPU @ 1.80GHz,1.8,2.7,2,4,,,3000.0
AMD Athlon(tm) 64 X2 Dual Core Processor 5000+,2.6,,2,,1000.0,,0
Intel(R) Xeon(R) CPU E3-1240 V2 @ 3.40GHz,3.4,3.8,4,8,,,8000.0
AMD Athlon(tm) Processor 2650e,,,,,,,
Genuine Intel(R) CPU @ 1.86GHz,1.86,,2,2,1000.0,,
AMD A4-5300 APU with Radeon(tm) HD Graphics ,3.4,,2,,1000.0,,0
Intel(R) Celeron(R) CPU E1600 @ 2.40GHz,2.4,,2,2,512.0,,
AMD A8-3500M APU with Radeon(tm) HD Graphics,,,,,,,
Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,3.4,4.0,4,8,,,8000.0
Intel(R) Core(TM) i3-2100T CPU @ 2.50GHz,2.5,,2,4,,,3000.0
AMD Sempron(tm) Processor 2600+,,,,,,,
AMD Athlon(tm) 5350 APU with Radeon(tm) R3,,,,,,,
Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,3.3,3.7,4,4,,,6000.0
Intel(R) Pentium(R) CPU G620 @ 2.60GHz,2.6,,2,2,,,3000.0
Intel(R) Xeon(TM) CPU 2.60GHz,2.6,,1,2,512.0,,
AMD Athlon(tm) 64 FX-25 Processor,,,,,,,
AMD Turion(tm) X2 Ultra Dual-Core Mobile ZM-80,,,,,,,
Genuine Intel(R) CPU @ 2.16GHz,2.16,,1,1,1000.0,,
Genuine Intel(R) processor 800MHz,1.2,,2,2,,1000.0,
AMD Athlon(tm) 2500+,,,,,,,
AMD Athlon(tm) 64 FX-51 Processor,,,,,,,
Intel(R) Pentium(R) M processor 1.20GHz,1.2,,1,1,2000.0,,
AMD Sempron(tm) Processor 3100+,,,,,,,
Intel(R) Celeron(R) CPU 743 @ 1.30GHz,1.3,,1,1,1000.0,,
AMD Athlon(tm) XP 2100+,,,,,,,
Dual-Core AMD Opteron(tm) Processor 2220,,,,,,,
Intel(R) Core(TM)2 Duo CPU E7400 @ 2.80GHz,2.8,,2,2,3000.0,,
AMD Turion(tm) 64 Mobile ML-30,,,,,,,
Intel(R) Core(TM) i7-2760QM CPU @ 2.40GHz,2.4,3.5,4,8,,,6000.0
AMD FX(tm)-6300 Six-Core Processor ,3.4,4.3,8.0,8.0,8000.0,,0
Intel(R) Core(TM)2 Duo CPU T7700 @ 2.40GHz,2.4,,2,2,4000.0,,
Intel(R) Pentium(R) M processor 1.50GHz,1.5,,1,1,1000.0,,
AMD Athlon(TM) XP 2700+,,,,,,,
Intel(R) Xeon(R) CPU 5160 @ 3.00GHz,3.0,,2,2,4000.0,,
Intel(R) Xeon(R) CPU E31240 @ 3.30GHz,3.3,3.7,4,8,,,8000.0
Intel(R) Core(TM) i3-3240 CPU @ 3.40GHz,3.4,,2,4,,,3000.0
Intel(R) Core(TM) i3 CPU M 380 @ 2.53GHz,2.53,,2,4,,,3000.0
Genuine Intel(R) CPU @ 2.30GHz,1.66,,2,2,2000.0,,
Transmeta(tm) Crusoe(tm) Processor TM5600,,,,,,,
AMD Turion(tm) X2 Ultra Dual-Core Mobile ZM-86,,,,,,,
Intel(R) Xeon(R) CPU E31235 @ 3.20GHz,3.2,3.6,4,8,,,8000.0
Intel(R) Pentium(R) 4 Mobile CPU 1.50GHz,1.5,,1,1,256.0,,
AMD Athlon(tm) Neo X2 Dual Core Processor L325,,,,,,,
AMD Athlon(TM) MP,,,,,,,
Intel(R) Core(TM)2 Solo CPU U2100 @ 1.06GHz,1.4,,1,1,3000.0,,
Intel(R) Core(TM) i7-4700HQ CPU @ 2.40GHz,2.4,3.4,4,8,,,6000.0
Intel(R) Xeon(R) CPU X5272 @ 3.40GHz,3.4,,2,2,6000.0,,
Pentium(R) Dual-Core CPU E5500 @ 2.80GHz,2.8,,2,2,,,2000.0
AMD Athlon(TM) MP 1800+,,,,,,,
Intel(R) Core(TM)2 Quad CPU Q8200 @ 2.33GHz,2.33,,4,4,4000.0,,
Intel(R) Core(TM) i5-3340M CPU @ 2.70GHz,2.7,3.4,2,4,,,3000.0
Intel(R) Core(TM) i5-6600T CPU @ 2.70GHz,2.7,3.5,4,4,,,6000.0
Intel(R) Core(TM) i7-3930K CPU @ 3.20GHz,3.2,3.8,6,12,,,12000.0
Intel(R) Xeon(R) CPU X5677 @ 3.47GHz,3.46,3.73,4,8,,,12000.0
Mobile Intel(R) Pentium(R) 4 - M CPU 1.90GHz,1.8,,1,1,512.0,,
Intel(R) Core(TM)2 Quad CPU @ 2.93GHz,2.93,,2,2,3000.0,,
AMD Phenom(tm) II X4 20 Processor,,,,,,,
Intel(R) Xeon(R) CPU X5472 @ 3.00GHz,3.0,,4,4,12000.0,,
Dual-Core AMD Opteron(tm) Processor 2222 SE,,,,,,,
AMD Turion(tm) 64 Mobile Technology MT-30,,,,,,,
AMD A8-5600K APU with Radeon(tm) HD Graphics ,,,,,,,
AMD Turion(tm) 64 Mobile Technology MT-28,,,,,,,
AMD Athlon XP-M,,,,,,,
Intel(R) Celeron(R) CPU 2.20GHz,2.2,,1,1,1000.0,,
AMD Sempron(tm) Processor LE-1100,,,,,,,
Intel(R) Celeron(R) processor 1000MHz,1.8,,2,2,,,2000.0
AMD K7 Processor,,,,,,,
Intel(R) Core(TM) i5-2405S CPU @ 2.50GHz,2.5,3.3,4,4,,,6000.0
mobile AMD Athlon(tm) XP 2400+,,,,,,,
Intel(R) Celeron(R) CPU U3400 @ 1.07GHz,1.06,,2,2,,,2000.0
Intel(R) Core(TM)2 Duo CPU T9400 @ 2.53GHz,2.53,,2,2,6000.0,,
Genuine Intel(R) CPU 3.80GHz,1.8,,2,2,1000.0,,
AMD Turion(tm) 64 Mobile ML-34,,,,,,,
Intel(R) Core(TM) Duo CPU U2400 @ 1.06GHz,1.06,,2,2,2000.0,,
Pentium III (Coppermine)750Mhz ,0.75,,1,1,256.0,,
mobile AMD Athlon(tm) 4 Processor,,,,,,,
Intel(R) Pentium(R) D CPU 3.73GHz,3.2,,2,2,4000.0,,
Intel(R) Celeron(R) D CPU 3.06GHz,3.06,,1,1,512.0,,
AMD Athlon(tm) II X3 440 Processor,,,,,,,
AMD Ryzen 5 1400 Quad-Core Processor ,3.2,3.4,4.0,8.0,2000.0,8000.0,0
Intel(R) Xeon(R) CPU X3330 @ 2.66GHz,2.66,,4,4,6000.0,,
AMD A8-4500M APU with Radeon(tm) HD Graphics,,,,,,,
PowerPC G4(7447) 1GHz ,,,,,,,
Intel(R) Pentium(R) CPU G3420 @ 3.20GHz,3.2,,2,2,,,3000.0
Intel(R) Xeon(TM) CPU @ 1.66GHz,3.66,,1,2,1000.0,,
Intel(R) Pentium(R) M processor 1100MHz,1.6,,1,1,1000.0,,
AMD Sempron(TM) 2200+,,,,,,,
AMD Phenom(tm) II X4 B55 Processor,,,,,,,
AMD Sempron(tm) Processor 3200+,,,,,,,
Dual-Core AMD Opteron(tm) Processor 1222,,,,,,,
Mobile AMD Athlon(tm) 64 Processor 3200+,,,,,,,
Intel(R) Atom(TM) CPU Z550 @ 2.00GHz,2.0,,1,2,512.0,,
Intel(R) Xeon(R) CPU E5345 @ 2.33GHz,2.33,,4,4,8000.0,,
Genuine Intel(R) CPU 2.40GHz,2.4,3.2,8,16,,,20000.0
AMD Athlon(tm) 64 X2 Dual-Core Processor TK-57,,,,,,,
AMD Athlon(tm) Processor,3.7,4.0,4.0,4.0,4000.0,,0
AMD Athlon(tm) XP 3000+,,,,,,,
AMD FX(tm)-6100 Six-Core Processor,,,,,,,
AMD Athlon(tm) 64 X2 Dual Core Processor 5600+,2.9,,2,,1000.0,,0
Mobile Intel(R) Pentium(R) 4 CPU 3.20GHz,3.2,,1,2,1000.0,,
"AMD A10-7800 Radeon R7, 12 Compute Cores 4C+8G ",,,,,,,
Intel(R) Pentium(R) D CPU 3.46GHz,3.2,,2,2,4000.0,,
Intel(R) Core(TM) m3-7Y30 CPU @ 1.00GHz,1.0,2.6,2,4,,,4000.0
AMD Athlon(tm) X2 Dual Core Processor BE-2300,1.9,,2,,1000.0,,0
Pentium(R) Dual-Core CPU E6800 @ 3.33GHz,3.33,,2,2,,,2000.0
Intel(R) Pentium(R) M processor 1.30GHz,1.3,,1,1,1000.0,,
Intel(R) Core(TM) i7-3770S CPU @ 3.10GHz,3.1,3.9,4,8,,,8000.0
Intel(R) Core(TM) i3-3220 CPU @ 3.30GHz,3.3,,2,4,,,3000.0
Intel(R) Xeon(R) CPU X5270 @ 3.50GHz,3.5,3.9,4,8,,,8000.0
Intel(R) Atom(TM) CPU N455 @ 1.66GHz,1.66,,1,2,512.0,,
Intel(R) Celeron(R) M CPU 523 @ 933MHz,0.93,,1,1,1000.0,,
Intel(R) Pentium(R) M processor 1.60GHz,1.6,,1,1,1000.0,,
Mobile AMD Athlon(tm) XP 1400+ Processor,,,,,,,
Mobile Intel(R) Pentium(R) III CPU - M 866MHz,1.2,,1,1,512.0,,
Intel(R) Core(TM)2 Duo CPU P7350 @ 2.00GHz,2.0,,2,2,3000.0,,
Genuine Intel(R) CPU 3.00GHz,3.0,,1,1,4000.0,,
Intel(R) Core(TM) i7-2630QM CPU @ 2.00GHz,2.0,2.9,4,8,,,6000.0
Intel(R) Core(TM)2 Duo CPU P8600 @ 2.40GHz,2.4,,2,2,3000.0,,
Mobile Intel(R) Celeron(R) CPU 2.00GHz,2.0,,2,2,,,2000.0
AMD Athlon(tm) X2 245 Processor,,,,,,,
AMD Athlon(tm) XP 1800+,,,,,,,
Intel(R) Xeon(R) CPU X3220 @ 2.40GHz,2.4,,4,4,8000.0,,
Intel(R) Core(TM)2 CPU T7200 @ 2.00GHz,2.0,,2,2,4000.0,,
Athlon XP Barton,,,,,,,
AMD Turion(tm) X2 Dual-Core Mobile RM-72,,,,,,,
AMD Phenom(tm) II X6 1090T Processor,3.2,,6,,3000.0,6000.0,0
Intel(R) Pentium(R) 4 Mobile CPU 1.40GHz,2.4,,1,1,512.0,,
Intel(R) Celeron(R) CPU N2830 @ 2.16GHz,2.16,,2,2,,1000.0,
Intel(R) Core(TM) Duo CPU T2450 @ 2.00GHz,2.0,,2,2,2000.0,,
Genuine Intel(R) CPU T2300 @ 1.66GHz,1.66,,2,2,2000.0,,
AMD Phenom(tm) 8750 Triple-Core Processor,,,,,,,
AMD Athlon(tm) 7550 Dual-Core Processor,,,,,,,
Intel(R) Xeon(R) CPU X3230 @ 2.66GHz,2.66,,4,4,8000.0,,
Intel(R) Core(TM) i3-5005U CPU @ 2.00GHz,2.0,,2,4,,3000.0,
Intel(R) Core(TM)2 Extreme CPU X9650 @ 3.00GHz,3.0,,4,4,12000.0,,
AMD Athlon(tm) Neo Processor MV-40,,,,,,,
Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,1.6,3.4,4,8,,,6000.0
AMD Phenom(tm) II X4 910 Processor,2.6,,4,,2000.0,6000.0,0
AMD Athlon(tm) X2 Dual Core Processor BE-2350,2.1,,2,,1000.0,,0
"AMD A8-7600 Radeon R7, 10 Compute Cores 4C+6G ",,,,,,,
Intel(R) Core(TM) i7-6950X CPU @ 3.00GHz,3.0,3.5,10,20,,25000.0,
Mobile Intel(R) Celeron(TM) CPU 700MHz,1.1,,4,4,2000.0,,
Pentium3 ,,,,,,,
Intel(R) Xeon(R) CPU X3480 @ 3.07GHz,3.06,3.73,4,8,,,8000.0
AMD Athlon(tm) Dual Core Processor 5050e,2.6,,2,,1000.0,,0
AMD Athlon(tm) MP 1900+,,,,,,,
Intel(R) Pentium(R) CPU G630 @ 2.70GHz,2.7,,2,2,,,3000.0
AMD Athlon(TM) XP 2100+,,,,,,,
Pentium Pro (P6) ,,,,,,,
Intel(R) Core(TM) i3-4330 CPU @ 3.50GHz,3.5,,2,4,,,4000.0
Mobile Intel(R) Pentium(R) 4 CPU 2.66GHz,2.66,,1,1,512.0,,
AMD Ryzen Threadripper 1920X 12-Core Processor ,3.5,4.0,12.0,24.0,6000.0,32000.0,0
Intel(R) Core(TM) i5-4460 CPU @ 3.20GHz,3.2,3.4,4,4,,,6000.0
Intel(R) Xeon(R) CPU E3-1285 v3 @ 3.60GHz,3.6,4.0,4,8,,,8000.0
Intel(R) Core(TM) i9-7960X CPU @ 2.80GHz,2.8,4.2,16,32,,22000.0,
Mobile AMD Athlon 64 Processor 2800+,,,,,,,
Intel(R) Core(TM)2 Duo CPU T6570 @ 2.10GHz,2.1,,2,2,,2000.0,
AMD Sempron(tm) Processor 3300+,,,,,,,
Intel(R) Core(TM) i7-4930K CPU @ 3.40GHz,3.4,3.9,6,12,,,12000.0
AMD Geode(tm) NX 2700+,,,,,,,
mobile AMD Athlon(tm) XP-M 1600+,,,,,,,
AMD Athlon(tm) Processor LE-1600,2.2,,1,,1000.0,,0
Intel(R) Celeron(R) CPU 2.26GHz,2.26,,1,1,1000.0,,
Up to 48 characters,,,,,,,
Intel(R) Core(TM) i7-4960X CPU @ 3.60GHz,3.6,4.0,6,12,,,15000.0
Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz,3.6,4.3,8,16,,11000.0,
Intel(R) Core(TM) i3-2125 CPU @ 3.30GHz,3.3,,2,4,,,3000.0
AMD Phenom(tm) 9950 Quad-Core Processor,,,,,,,
Mobile AMD Athlon(tm) XP-M 1400+ Processor,,,,,,,
AMD Phenom(tm) II X3 705e Processor,,,,,,,
Intel(R) Core(TM)2 Extreme CPU X9000 @ 2.80GHz,2.8,,2,2,6000.0,,
Intel(R) Xeon(TM) CPU 000 @ 1.66GHz,3.66,,1,2,1000.0,,
Intel(R) Core(TM) i7-3820 CPU @ 3.60GHz,3.6,3.8,4,8,,,10000.0
Intel(R) Core(TM) i5-2400 CPU @ 3.10GHz,3.1,3.4,4,4,,,6000.0
AMD Turion(tm) X2 Ultra Dual-Core Mobile ZM-82,,,,,,,
AMD Athlon(tm) II X2 250e Processor,3.0,,2,,2000.0,,0
Intel(R) Core(TM)2 Duo CPU U9400 @ 1.40GHz,1.4,,2,2,3000.0,,
Intel(R) Pentium(R) D CPU 000 @ 1.86GHz,1.86,,2,2,,,3000.0
Dual-Core AMD Opteron(tm) Processor 2216,,,,,,,
Mobile AMD Athlon(v}90+,,,,,,,
Intel(R) Core(TM) i9-9900K CPU @ 3.60GHz,,,,,,,
Intel(R) Pentium(R) III Mobile CPU 750MHz,0.8,,1,1,256.0,,
AMD Athlon(TM) XP1700+,,,,,,,
2x Pentium (P54C) ,,,,,,,
Intel(R) Pentium(R) 4 CPU 3.40GHz,3.0,,1,2,1000.0,,
AMD C-50 Processor,,,,,,,
AMD Athlon(tm) 64 FX-60 Dual Core Processor,,,,,,,
AMD Athlon(tm) MP 2100+,,,,,,,
AMD Athlon(tm) 64 Processor 3200+,,,,,,,
Genuine Intel(R) CPU 3.46GHz,3.46,3.73,6,12,,,12000.0
Intel(R) Xeon(R) CPU X5670 @ 2.93GHz,2.93,3.33,6,12,,,12000.0
AMD A6-6310 APU with AMD Radeon R4 Graphics ,,,,,,,
Intel(R) Core(TM) i5-2430M CPU @ 2.40GHz,2.4,3.0,2,4,,,3000.0
AMD A4-1250 APU with Radeon(TM) HD Graphics,,,,,,,
VIA C3 Ezra,,,,,,,
Intel(R) Core(TM) i5-2500S CPU @ 2.70GHz,2.7,3.7,4,4,,,6000.0
Intel(R) Core(TM) i7-4510U CPU @ 2.00GHz,2.0,3.1,2,4,,,4000.0
AMD Athlon(tm) Neo X2 Dual Core Processor 6850e,,,,,,,
Transmeta Efficeon(tm) Processor TM8000,,,,,,,
Intel(R) Core(TM) i5 CPU 670 @ 3.47GHz,3.46,3.73,2,4,,,4000.0
QEMU Virtual CPU version 0.12.3,,,,,,,
"AMD FX-9800P RADEON R7, 12 COMPUTE CORES 4C+8G ",,,,,,,
AMD A8-3850 APU with Radeon(tm) HD Graphics,,,,,,,
Intel(R) Celeron(R) CPU 1007U @ 1.50GHz,1.5,,2,2,,,2000.0
Intel(R) Core(TM) i7-4910MQ CPU @ 2.90GHz,2.9,3.9,4,8,,,8000.0
Mobile AMD Athlon(tm) 64 Processor 3000+,,,,,,,
Intel(R) Core(TM) i5-2540M CPU @ 2.60GHz,2.6,3.3,2,4,,,3000.0
AMD FX(tm)-4100 Quad-Core Processor ,3.9,4.2,6.0,6.0,6000.0,8000.0,0
AMD Sempron(tm) Processor 2800+,,,,,,,
Intel(R) Core(TM)2 CPU X6800 @ 2.93GHz,2.93,,2,2,4000.0,,
AMD FX(tm)-8300 Eight-Core Processor,,,,,,,
Pentium MMX (P55) ,,,,,,,
Intel(R) Core(TM) i7 CPU X 000 @ 3.33GHz,3.33,3.6,6,12,,,12000.0
Intel(R) Pentium(R) 4 CPU 1500MHz,3.0,,1,2,1000.0,,
AMD Athlon(tm)64 X2 Dual Core Processor 3600+,,,,,,,
Intel(R) Core(TM)2 Duo CPU E8335 @ 2.93GHz,2.93,,2,2,3000.0,,
